admission_date,temperature_2m_mean_C,temperature_2m_max_C,temperature_2m_min_C,apparent_temperature_mean_C,apparent_temperature_max_C,apparent_temperature_min_C,precipitation_sum_mm,wind_speed_10m_max_km_h,wind_gusts_10m_max_km_h,wind_direction_10m_dominant_degree,shortwave_radiation_sum_MJ_m_square,precipitation_hours_h,rain_sum_mm,snowfall_sum_cm
2021-03-28,18.3,23.6,13.3,12.7,19.1,7.9,0.00,26.0,43.9,39,23.87,0.0,0.00,0.00
2021-03-29,18.0,24.6,11.6,12.8,20.5,6.5,0.00,21.4,35.3,52,24.12,0.0,0.00,0.00
2021-03-30,21.0,29.8,11.8,16.0,25.2,7.3,0.00,24.7,36.4,112,24.16,0.0,0.00,0.00
2021-03-31,26.9,35.2,18.4,21.1,30.1,12.9,0.00,29.2,48.2,169,24.05,0.0,0.00,0.00
2021-04-01,29.2,35.8,22.3,24.5,32.4,17.1,0.00,27.0,40.3,206,22.72,0.0,0.00,0.00
2021-04-02,29.5,35.8,21.8,26.4,34.3,17.0,0.00,15.9,28.8,234,23.38,0.0,0.00,0.00
2021-04-03,23.3,28.5,18.3,17.8,24.6,12.9,0.00,34.0,52.6,19,23.26,0.0,0.00,0.00
2021-04-04,19.7,25.0,14.4,14.5,20.6,9.4,0.00,21.7,37.8,49,24.00,0.0,0.00,0.00
2021-04-05,20.5,26.7,14.1,15.5,22.6,9.7,0.00,19.5,35.3,61,24.53,0.0,0.00,0.00
2021-04-06,22.3,29.5,14.3,17.6,26.0,9.9,0.00,19.6,28.8,87,24.78,0.0,0.00,0.00
2021-04-07,24.8,32.8,16.0,19.8,29.2,11.3,0.00,18.9,34.9,139,24.62,0.0,0.00,0.00
2021-04-08,27.2,35.0,19.4,22.0,30.9,13.7,0.00,23.9,41.0,182,24.97,0.0,0.00,0.00
2021-04-09,29.0,36.2,21.7,24.0,31.4,16.3,0.00,31.7,51.5,221,22.70,0.0,0.00,0.00
2021-04-10,28.7,33.8,22.3,25.1,30.3,18.3,0.00,25.7,51.5,247,17.14,0.0,0.00,0.00
2021-04-11,27.5,32.9,21.1,23.6,30.6,17.4,0.00,22.6,41.4,328,22.82,0.0,0.00,0.00
2021-04-12,26.6,33.5,19.7,22.9,31.0,15.5,0.00,22.3,38.2,68,23.62,0.0,0.00,0.00
2021-04-13,27.6,34.2,21.6,25.0,31.7,18.6,0.10,22.8,39.6,99,20.52,1.0,0.10,0.00
2021-04-14,26.3,31.8,20.4,23.7,30.7,18.4,0.00,25.9,38.2,55,23.44,0.0,0.00,0.00
2021-04-15,24.5,29.9,18.5,19.4,24.9,13.9,0.00,28.3,42.5,63,21.77,0.0,0.00,0.00
2021-04-16,25.3,31.4,18.8,21.0,27.7,15.4,0.00,21.2,36.7,80,24.51,0.0,0.00,0.00
2021-04-17,23.9,28.1,19.4,21.6,25.4,17.1,0.40,19.0,38.9,20,15.73,3.0,0.40,0.00
2021-04-18,25.5,31.8,17.8,22.8,30.2,15.9,0.00,16.1,27.7,29,24.20,0.0,0.00,0.00
2021-04-19,27.1,33.2,20.8,23.7,30.4,17.2,0.00,17.7,31.7,9,25.43,0.0,0.00,0.00
2021-04-20,27.5,34.3,19.4,24.2,32.4,15.6,0.00,14.4,28.1,351,25.45,0.0,0.00,0.00
2021-04-21,29.6,35.6,23.0,27.0,34.9,19.7,0.00,10.7,17.6,53,25.70,0.0,0.00,0.00
2021-04-22,29.5,36.0,21.5,25.9,34.3,18.3,0.00,16.1,25.2,127,25.85,0.0,0.00,0.00
2021-04-23,30.0,36.5,23.1,25.3,34.1,17.9,0.00,20.5,37.1,157,24.62,0.0,0.00,0.00
2021-04-24,29.9,36.3,23.4,24.9,33.1,18.0,0.00,22.1,39.2,147,25.06,0.0,0.00,0.00
2021-04-25,29.9,36.0,22.5,25.0,33.1,17.2,0.00,21.2,37.8,142,24.96,0.0,0.00,0.00
2021-04-26,28.6,33.0,23.8,25.2,30.7,19.8,0.00,17.6,29.5,270,17.97,0.0,0.00,0.00
2021-04-27,28.9,35.2,22.3,25.5,33.5,18.8,0.00,37.6,56.9,169,20.25,0.0,0.00,0.00
2021-04-28,27.0,31.4,23.6,24.8,29.9,21.2,0.00,22.0,36.4,55,15.49,0.0,0.00,0.00
2021-04-29,27.8,33.6,22.2,24.8,30.9,19.9,0.00,18.2,32.4,67,23.50,0.0,0.00,0.00
2021-04-30,27.4,33.7,19.5,23.4,30.1,15.7,0.00,22.1,39.6,356,26.37,0.0,0.00,0.00
2021-05-01,28.1,34.4,20.6,24.7,32.0,17.1,0.00,17.3,32.0,351,26.05,0.0,0.00,0.00
2021-05-02,29.1,35.5,21.5,24.8,32.6,18.1,0.00,23.9,43.9,274,24.65,0.0,0.00,0.00
2021-05-03,27.5,32.8,21.0,23.0,28.4,17.8,0.00,25.5,42.1,351,26.41,0.0,0.00,0.00
2021-05-04,26.5,32.6,19.1,22.8,29.6,15.1,0.00,17.9,33.8,342,26.22,0.0,0.00,0.00
2021-05-05,27.7,33.9,19.9,24.4,31.6,16.7,0.00,18.5,29.9,355,26.31,0.0,0.00,0.00
2021-05-06,29.6,36.2,21.6,26.0,35.0,17.6,0.00,16.9,31.3,158,26.21,0.0,0.00,0.00
2021-05-07,30.5,37.7,22.5,26.2,34.4,18.3,0.00,22.7,38.2,284,25.88,0.0,0.00,0.00
2021-05-08,29.9,36.0,22.7,26.5,35.0,19.0,0.00,19.3,32.0,54,24.66,0.0,0.00,0.00
2021-05-09,29.9,35.5,23.3,26.2,32.8,19.4,0.00,21.3,35.3,63,24.39,0.0,0.00,0.00
2021-05-10,30.6,36.7,23.6,27.0,35.5,19.6,0.00,16.1,29.2,68,26.05,0.0,0.00,0.00
2021-05-11,31.5,36.1,26.1,28.1,34.1,22.2,0.00,24.4,40.3,155,23.01,0.0,0.00,0.00
2021-05-12,32.5,39.1,25.1,28.0,35.3,21.3,0.00,26.0,43.6,213,24.43,0.0,0.00,0.00
2021-05-13,33.0,38.7,26.0,29.0,37.8,22.2,0.00,21.8,37.8,44,25.17,0.0,0.00,0.00
2021-05-14,32.4,38.8,25.0,29.0,36.2,21.7,0.00,16.9,32.0,133,24.21,0.0,0.00,0.00
2021-05-15,32.9,38.7,25.8,29.3,37.1,21.9,0.00,20.8,34.9,61,25.98,0.0,0.00,0.00
2021-05-16,33.5,39.6,26.5,27.8,34.6,20.9,0.00,38.2,60.1,94,24.99,0.0,0.00,0.00
2021-05-17,33.8,40.3,27.7,28.7,36.6,22.2,0.00,32.2,49.7,134,26.74,0.0,0.00,0.00
2021-05-18,33.7,40.6,26.6,28.8,37.1,21.6,0.00,28.2,46.1,162,26.97,0.0,0.00,0.00
2021-05-19,34.4,40.8,26.6,29.2,37.1,21.4,0.00,26.6,42.5,129,25.34,0.0,0.00,0.00
2021-05-20,33.9,40.2,27.4,28.8,35.7,21.8,0.00,26.3,44.3,151,25.65,0.0,0.00,0.00
2021-05-21,33.9,40.8,27.2,28.7,36.7,21.6,0.00,28.7,47.9,155,26.85,0.0,0.00,0.00
2021-05-22,34.8,41.6,26.5,29.8,37.4,21.2,0.00,24.8,42.5,198,25.66,0.0,0.00,0.00
2021-05-23,35.0,41.5,26.9,30.8,39.6,23.1,0.00,35.7,53.3,36,26.56,0.0,0.00,0.00
2021-05-24,35.2,40.5,30.0,29.8,37.1,23.2,0.00,36.9,57.6,58,25.31,0.0,0.00,0.00
2021-05-25,34.6,39.2,30.0,30.3,35.7,24.4,0.00,25.5,42.8,316,25.84,0.0,0.00,0.00
2021-05-26,31.9,37.7,25.6,28.2,35.8,21.4,0.00,21.8,36.4,37,25.12,0.0,0.00,0.00
2021-05-27,33.0,39.3,25.1,29.7,38.5,21.1,0.00,15.8,29.2,101,25.80,0.0,0.00,0.00
2021-05-28,35.0,40.6,28.0,31.9,40.4,24.8,0.00,20.4,31.0,35,25.88,0.0,0.00,0.00
2021-05-29,35.2,40.9,27.0,31.8,39.7,23.9,0.00,16.5,30.2,31,26.52,0.0,0.00,0.00
2021-05-30,35.6,41.6,29.0,31.5,39.9,24.3,0.00,18.9,34.2,108,26.63,0.0,0.00,0.00
2021-05-31,34.8,41.5,27.0,31.6,40.3,23.1,0.00,14.3,24.5,119,26.84,0.0,0.00,0.00
2021-06-01,34.7,41.0,26.4,31.1,39.3,22.8,0.00,19.3,29.5,90,26.81,0.0,0.00,0.00
2021-06-02,35.1,41.2,28.6,31.8,40.4,23.8,0.00,17.6,26.3,80,26.89,0.0,0.00,0.00
2021-06-03,35.6,41.9,27.6,32.1,40.7,23.5,0.00,15.3,22.7,111,26.01,0.0,0.00,0.00
2021-06-04,36.1,42.2,28.6,32.3,40.4,24.6,0.00,19.3,31.3,129,26.85,0.0,0.00,0.00
2021-06-05,37.3,43.2,29.8,33.2,41.1,24.9,0.00,21.1,35.6,170,26.28,0.0,0.00,0.00
2021-06-06,37.5,43.7,30.5,33.7,41.3,26.0,0.00,20.2,36.4,231,27.21,0.0,0.00,0.00
2021-06-07,37.0,42.9,30.1,32.3,39.8,25.4,0.00,22.9,40.0,59,26.86,0.0,0.00,0.00
2021-06-08,34.9,41.5,27.2,31.3,39.4,23.4,0.00,21.1,33.5,60,27.01,0.0,0.00,0.00
2021-06-09,35.1,42.0,26.0,31.5,39.8,22.4,0.00,18.1,27.4,137,25.88,0.0,0.00,0.00
2021-06-10,34.6,40.8,28.2,30.0,38.0,24.7,0.00,22.5,38.9,51,27.14,0.0,0.00,0.00
2021-06-11,33.0,39.3,25.6,28.2,34.6,22.1,0.00,28.1,46.8,11,27.28,0.0,0.00,0.00
2021-06-12,32.4,38.3,25.8,27.2,32.6,21.8,0.00,31.6,51.8,360,27.74,0.0,0.00,0.00
2021-06-13,31.7,38.2,24.8,26.4,31.8,20.4,0.00,34.4,55.1,8,27.69,0.0,0.00,0.00
2021-06-14,32.3,38.8,24.8,28.9,35.6,21.2,0.00,23.5,39.2,360,27.32,0.0,0.00,0.00
2021-06-15,34.9,41.8,25.4,30.9,38.9,21.2,0.00,25.1,42.5,288,27.25,0.0,0.00,0.00
2021-06-16,35.2,40.8,29.0,30.9,37.6,24.5,0.00,23.8,41.8,11,27.02,0.0,0.00,0.00
2021-06-17,33.4,39.3,27.0,28.8,34.9,23.0,0.00,27.2,43.9,358,27.15,0.0,0.00,0.00
2021-06-18,31.1,36.8,24.9,26.5,32.0,21.1,0.00,26.9,45.4,345,27.51,0.0,0.00,0.00
2021-06-19,31.7,39.0,22.8,27.3,34.5,18.8,0.00,23.7,40.0,349,27.51,0.0,0.00,0.00
2021-06-20,33.2,40.7,24.0,28.7,36.5,19.9,0.00,23.1,39.2,23,27.46,0.0,0.00,0.00
2021-06-21,33.8,41.3,25.0,29.3,37.2,20.5,0.00,23.2,40.3,55,27.47,0.0,0.00,0.00
2021-06-22,34.8,41.8,26.0,30.8,39.3,21.6,0.00,23.2,40.3,53,27.33,0.0,0.00,0.00
2021-06-23,34.7,41.6,27.1,30.4,37.6,23.4,0.00,29.4,49.0,41,27.24,0.0,0.00,0.00
2021-06-24,34.4,41.0,27.6,30.6,38.7,23.3,0.00,22.0,37.8,63,27.23,0.0,0.00,0.00
2021-06-25,34.5,41.8,27.5,30.3,37.8,23.9,0.00,22.9,40.0,53,27.20,0.0,0.00,0.00
2021-06-26,34.6,42.2,25.3,30.3,39.4,20.7,0.00,19.8,32.4,339,27.21,0.0,0.00,0.00
2021-06-27,36.0,42.5,28.4,31.4,40.2,23.7,0.00,21.6,37.4,145,27.43,0.0,0.00,0.00
2021-06-28,36.8,43.2,28.6,32.1,41.2,23.4,0.00,22.1,36.7,147,27.28,0.0,0.00,0.00
2021-06-29,36.8,43.3,29.2,32.4,40.6,24.9,0.00,19.8,34.9,134,26.81,0.0,0.00,0.00
2021-06-30,36.3,42.9,28.4,32.2,41.5,23.4,0.00,17.7,31.7,159,27.20,0.0,0.00,0.00
2021-07-01,36.5,43.4,27.6,32.4,40.9,23.6,0.00,23.0,43.9,311,27.33,0.0,0.00,0.00
2021-07-02,36.4,44.0,28.0,32.9,42.0,24.3,0.00,20.5,35.3,70,27.31,0.0,0.00,0.00
2021-07-03,36.8,43.0,30.7,32.8,40.9,25.7,0.00,26.0,37.8,12,27.29,0.0,0.00,0.00
2021-07-04,35.7,42.3,27.5,32.6,42.0,24.2,0.00,14.6,27.0,50,27.31,0.0,0.00,0.00
2021-07-05,35.6,42.2,27.4,31.8,39.9,24.0,0.00,19.3,31.7,77,27.22,0.0,0.00,0.00
2021-07-06,35.4,41.8,28.4,31.1,38.8,23.7,0.00,25.6,37.4,83,27.28,0.0,0.00,0.00
2021-07-07,36.0,42.5,28.3,31.3,39.2,23.8,0.00,26.9,45.0,109,27.35,0.0,0.00,0.00
2021-07-08,36.3,43.2,28.4,32.4,41.4,23.6,0.00,20.8,29.9,125,27.01,0.0,0.00,0.00
2021-07-09,37.1,43.8,28.5,33.4,42.1,24.3,0.00,18.0,27.7,121,27.01,0.0,0.00,0.00
2021-07-10,37.3,43.5,28.7,33.6,42.7,24.4,0.00,18.8,34.6,133,26.91,0.0,0.00,0.00
2021-07-11,37.6,44.0,28.8,34.0,43.1,24.9,0.00,15.5,29.5,128,26.91,0.0,0.00,0.00
2021-07-12,38.5,44.5,30.3,34.4,41.8,26.1,0.00,19.9,34.2,232,24.30,0.0,0.00,0.00
2021-07-13,37.8,44.0,31.0,33.9,42.1,26.4,0.00,23.9,37.1,4,26.79,0.0,0.00,0.00
2021-07-14,36.7,42.5,29.0,33.7,42.5,25.8,0.00,17.8,27.4,80,26.72,0.0,0.00,0.00
2021-07-15,36.5,42.2,29.5,33.4,41.1,25.9,0.00,17.3,28.8,121,26.56,0.0,0.00,0.00
2021-07-16,36.5,42.4,29.2,33.2,40.4,25.8,0.00,24.9,36.7,155,26.61,0.0,0.00,0.00
2021-07-17,35.4,40.2,29.5,32.9,37.8,27.1,0.00,27.2,44.3,102,21.23,0.0,0.00,0.00
2021-07-18,33.6,38.8,29.4,34.7,38.7,32.5,0.00,31.2,51.5,93,21.98,0.0,0.00,0.00
2021-07-19,35.2,41.0,28.8,34.8,39.2,31.4,0.00,33.2,52.6,44,24.29,0.0,0.00,0.00
2021-07-20,36.0,42.3,28.5,32.4,37.4,25.0,0.00,30.1,50.0,10,26.37,0.0,0.00,0.00
2021-07-21,36.0,42.0,27.9,34.0,41.9,24.5,0.00,18.3,33.1,18,23.89,0.0,0.00,0.00
2021-07-22,37.5,42.9,30.4,35.7,40.6,29.8,0.00,27.8,42.8,13,21.64,0.0,0.00,0.00
2021-07-23,38.2,43.3,31.7,35.4,41.1,30.8,0.00,22.6,36.4,11,23.64,0.0,0.00,0.00
2021-07-24,37.1,43.0,30.0,34.0,40.9,26.6,0.00,19.9,33.8,67,25.10,0.0,0.00,0.00
2021-07-25,36.7,43.1,28.6,33.3,39.9,26.0,0.00,27.7,43.6,67,26.29,0.0,0.00,0.00
2021-07-26,37.1,43.7,28.9,33.3,38.5,26.3,0.00,31.9,50.4,25,22.04,0.0,0.00,0.00
2021-07-27,39.3,44.5,34.8,34.1,40.0,29.3,0.00,38.2,61.2,17,25.88,0.0,0.00,0.00
2021-07-28,38.7,44.0,34.0,33.9,39.5,28.3,0.00,32.3,52.9,9,25.95,0.0,0.00,0.00
2021-07-29,36.8,42.7,29.2,34.1,41.1,26.9,0.00,17.9,32.0,5,24.55,0.0,0.00,0.00
2021-07-30,37.0,42.8,30.8,33.9,42.5,27.8,0.00,20.9,30.6,26,26.13,0.0,0.00,0.00
2021-07-31,36.1,42.2,28.2,32.9,41.9,24.4,0.00,18.4,28.4,6,26.49,0.0,0.00,0.00
2021-08-01,34.8,40.8,28.0,30.7,38.8,23.1,0.00,27.3,44.3,294,26.60,0.0,0.00,0.00
2021-08-02,34.2,41.2,25.4,30.1,38.3,20.8,0.00,16.3,29.9,325,26.76,0.0,0.00,0.00
2021-08-03,34.7,41.2,27.6,31.2,40.5,22.8,0.00,20.4,36.4,306,26.65,0.0,0.00,0.00
2021-08-04,35.1,41.3,28.2,31.3,38.9,24.6,0.00,22.2,38.9,339,26.27,0.0,0.00,0.00
2021-08-05,34.9,41.0,27.8,30.9,37.7,23.9,0.00,21.1,34.9,321,24.93,0.0,0.00,0.00
2021-08-06,34.4,41.0,27.9,30.9,38.8,24.1,0.00,18.5,31.0,318,17.77,0.0,0.00,0.00
2021-08-07,35.6,41.8,27.9,32.2,39.7,24.0,0.00,20.6,35.3,329,25.70,0.0,0.00,0.00
2021-08-08,36.5,42.1,29.4,33.8,41.5,26.8,0.00,16.2,24.8,21,25.33,0.0,0.00,0.00
2021-08-09,35.7,41.7,28.0,32.7,39.9,25.2,0.00,19.4,34.9,75,25.75,0.0,0.00,0.00
2021-08-10,35.7,41.8,28.6,31.8,39.7,24.6,0.00,19.8,34.9,88,26.09,0.0,0.00,0.00
2021-08-11,36.0,42.3,29.3,31.7,40.0,24.4,0.00,22.7,39.6,119,26.03,0.0,0.00,0.00
2021-08-12,36.2,42.6,29.1,32.0,40.9,24.1,0.00,21.7,34.9,150,24.22,0.0,0.00,0.00
2021-08-13,37.9,44.1,30.4,34.2,41.1,26.2,0.00,21.9,34.2,27,23.53,0.0,0.00,0.00
2021-08-14,36.9,43.0,29.3,33.8,41.6,26.0,0.00,16.9,26.3,47,25.14,0.0,0.00,0.00
2021-08-15,35.7,41.7,28.5,32.8,40.7,25.3,0.00,16.3,25.2,61,25.40,0.0,0.00,0.00
2021-08-16,35.0,41.0,28.0,32.3,39.8,25.1,0.00,19.6,32.0,87,25.45,0.0,0.00,0.00
2021-08-17,35.1,41.2,26.6,32.5,40.0,24.4,0.00,16.6,29.9,109,25.45,0.0,0.00,0.00
2021-08-18,34.1,40.2,27.2,30.9,40.1,23.9,0.00,19.8,31.0,17,25.76,0.0,0.00,0.00
2021-08-19,32.3,39.2,24.2,29.1,38.4,20.4,0.00,15.1,24.5,44,26.26,0.0,0.00,0.00
2021-08-20,33.2,39.8,25.2,29.9,39.0,21.2,0.00,15.9,25.2,55,25.86,0.0,0.00,0.00
2021-08-21,33.8,40.8,25.6,30.6,38.9,21.3,0.00,15.9,32.0,32,25.62,0.0,0.00,0.00
2021-08-22,34.8,40.9,27.0,32.4,40.9,24.4,0.00,20.1,35.3,150,25.28,0.0,0.00,0.00
2021-08-23,35.6,40.8,29.3,33.0,39.7,26.2,0.00,14.8,25.6,196,23.10,0.0,0.00,0.00
2021-08-24,35.3,41.2,28.5,31.9,38.0,25.6,0.00,26.6,41.8,47,25.15,0.0,0.00,0.00
2021-08-25,35.5,40.7,29.6,32.7,38.5,26.9,0.00,21.6,33.1,95,21.96,0.0,0.00,0.00
2021-08-26,35.7,42.2,28.9,32.5,37.8,27.2,0.00,31.7,50.0,38,25.09,0.0,0.00,0.00
2021-08-27,35.8,42.5,28.2,30.6,37.0,24.0,0.00,34.0,54.7,24,25.49,0.0,0.00,0.00
2021-08-28,35.9,42.0,28.0,30.9,36.3,24.5,0.00,35.0,55.8,18,25.54,0.0,0.00,0.00
2021-08-29,35.0,42.0,28.4,30.3,36.9,24.3,0.00,31.6,50.4,5,25.32,0.0,0.00,0.00
2021-08-30,34.2,40.8,25.8,30.5,38.9,22.2,0.00,22.6,36.0,77,25.00,0.0,0.00,0.00
2021-08-31,34.0,40.5,26.8,30.1,37.5,23.1,0.00,21.7,37.4,132,25.04,0.0,0.00,0.00
2021-09-01,33.7,41.0,25.4,29.4,38.0,21.5,0.00,21.5,37.4,91,22.72,0.0,0.00,0.00
2021-09-02,33.5,41.2,24.5,29.2,38.0,20.1,0.00,20.3,36.7,353,23.92,0.0,0.00,0.00
2021-09-03,33.5,41.0,25.0,30.0,38.4,21.2,0.00,14.1,27.7,43,25.27,0.0,0.00,0.00
2021-09-04,34.5,41.1,27.2,30.7,39.1,22.6,0.00,19.7,32.4,116,22.90,0.0,0.00,0.00
2021-09-05,34.5,40.8,26.8,31.2,38.7,24.5,0.00,20.9,34.2,90,24.17,0.0,0.00,0.00
2021-09-06,34.7,40.9,28.0,30.8,38.3,23.3,0.00,21.8,37.1,117,23.75,0.0,0.00,0.00
2021-09-07,33.9,40.5,26.2,30.1,37.8,22.2,0.00,18.2,29.9,339,21.74,0.0,0.00,0.00
2021-09-08,34.5,41.2,26.2,30.0,37.1,22.8,0.00,29.7,45.7,45,23.48,0.0,0.00,0.00
2021-09-09,33.3,39.7,26.2,29.8,36.8,22.7,0.00,19.8,34.6,35,24.32,0.0,0.00,0.00
2021-09-10,32.2,38.3,25.8,28.8,35.4,22.4,0.00,25.0,41.4,6,23.99,0.0,0.00,0.00
2021-09-11,30.4,36.7,23.5,26.2,32.2,19.8,0.00,26.7,45.0,10,24.55,0.0,0.00,0.00
2021-09-12,30.1,36.5,22.0,26.8,34.2,18.6,0.00,19.1,29.5,61,24.25,0.0,0.00,0.00
2021-09-13,30.7,36.6,23.0,28.2,36.2,20.5,0.00,17.5,26.3,89,23.95,0.0,0.00,0.00
2021-09-14,30.7,36.7,23.5,28.5,36.2,20.9,0.00,17.2,25.2,63,23.70,0.0,0.00,0.00
2021-09-15,30.3,36.0,23.5,27.2,33.6,20.8,0.00,21.1,32.0,48,23.73,0.0,0.00,0.00
2021-09-16,29.7,36.1,23.4,25.7,32.2,19.4,0.00,22.8,36.4,50,24.18,0.0,0.00,0.00
2021-09-17,29.3,36.3,21.8,25.9,34.2,18.1,0.00,20.1,36.0,72,23.88,0.0,0.00,0.00
2021-09-18,30.9,37.8,22.2,28.0,36.3,19.5,0.00,14.7,26.3,50,23.46,0.0,0.00,0.00
2021-09-19,31.7,38.5,24.1,28.3,35.3,21.2,0.00,24.2,38.9,62,23.26,0.0,0.00,0.00
2021-09-20,30.6,37.2,24.1,26.7,33.7,19.8,0.00,22.5,38.9,61,21.74,0.0,0.00,0.00
2021-09-21,29.8,36.8,22.0,26.5,33.8,19.2,0.00,21.0,36.7,31,23.63,0.0,0.00,0.00
2021-09-22,30.1,35.9,21.0,27.9,35.1,17.9,0.00,14.0,19.4,23,23.03,0.0,0.00,0.00
2021-09-23,31.6,38.8,24.5,28.1,38.1,20.7,0.00,21.2,38.2,144,22.52,0.0,0.00,0.00
2021-09-24,31.7,38.8,23.8,28.2,37.1,20.0,0.00,16.6,27.7,108,23.13,0.0,0.00,0.00
2021-09-25,30.9,37.0,23.8,27.1,34.0,19.9,0.00,17.7,31.3,84,22.77,0.0,0.00,0.00
2021-09-26,29.8,35.3,23.5,27.0,33.5,21.0,0.00,20.8,30.2,61,22.64,0.0,0.00,0.00
2021-09-27,28.1,34.2,21.8,24.8,31.1,19.2,0.00,23.8,38.2,357,22.75,0.0,0.00,0.00
2021-09-28,26.8,34.8,18.0,22.2,29.6,13.9,0.00,24.5,38.9,25,23.69,0.0,0.00,0.00
2021-09-29,27.4,34.8,19.8,24.2,32.0,16.9,0.00,16.8,29.9,105,22.52,0.0,0.00,0.00
2021-09-30,28.2,35.5,19.9,24.4,32.5,15.6,0.00,14.7,29.2,157,22.58,0.0,0.00,0.00
2021-10-01,29.5,35.8,24.4,26.2,33.2,21.0,0.00,13.6,28.1,130,22.70,0.0,0.00,0.00
2021-10-02,29.8,36.6,21.2,26.1,34.4,17.5,0.00,19.5,34.6,101,22.55,0.0,0.00,0.00
2021-10-03,30.1,36.8,22.1,26.4,35.2,18.0,0.00,15.0,27.7,112,22.44,0.0,0.00,0.00
2021-10-04,30.6,37.7,23.7,26.7,34.5,19.9,0.00,21.2,33.8,64,22.25,0.0,0.00,0.00
2021-10-05,30.0,36.8,22.5,27.4,34.2,20.6,0.00,17.9,32.8,125,21.74,0.0,0.00,0.00
2021-10-06,29.8,36.2,22.6,27.3,35.0,20.4,0.00,17.4,29.2,135,21.60,0.0,0.00,0.00
2021-10-07,29.7,36.2,22.5,26.0,34.2,18.4,0.00,17.9,30.2,107,21.70,0.0,0.00,0.00
2021-10-08,29.2,35.5,22.0,26.3,33.4,19.7,0.00,21.4,34.2,82,21.35,0.0,0.00,0.00
2021-10-09,29.0,36.0,21.0,25.2,33.1,17.5,0.00,17.5,28.1,73,21.63,0.0,0.00,0.00
2021-10-10,28.8,36.0,20.9,25.6,34.6,17.6,0.00,18.2,26.3,78,21.56,0.0,0.00,0.00
2021-10-11,29.0,36.5,21.0,25.5,35.0,17.2,0.00,16.2,28.4,102,21.33,0.0,0.00,0.00
2021-10-12,28.5,35.9,20.6,24.8,33.5,16.5,0.00,14.8,26.6,131,21.25,0.0,0.00,0.00
2021-10-13,28.6,35.8,21.4,24.5,32.6,16.6,0.00,16.1,27.0,110,21.16,0.0,0.00,0.00
2021-10-14,28.5,36.0,21.1,25.1,34.1,17.2,0.00,17.9,28.8,113,20.92,0.0,0.00,0.00
2021-10-15,28.7,36.0,21.1,25.4,33.2,17.8,0.00,17.9,29.5,59,20.99,0.0,0.00,0.00
2021-10-16,29.6,37.0,23.4,26.4,34.0,20.3,0.00,21.0,35.3,17,20.93,0.0,0.00,0.00
2021-10-17,30.3,37.2,23.7,26.7,34.3,20.0,0.00,21.5,33.8,19,20.73,0.0,0.00,0.00
2021-10-18,28.1,35.4,20.6,24.6,33.0,17.1,0.00,18.4,28.8,95,20.58,0.0,0.00,0.00
2021-10-19,28.1,36.0,20.2,24.4,33.3,16.0,0.00,19.1,33.1,175,20.51,0.0,0.00,0.00
2021-10-20,28.2,35.8,20.9,24.0,31.6,17.3,0.00,24.6,40.3,255,20.38,0.0,0.00,0.00
2021-10-21,26.9,34.0,20.0,23.6,30.9,16.4,0.00,20.7,29.5,84,20.21,0.0,0.00,0.00
2021-10-22,26.6,34.9,19.2,23.6,32.8,16.0,0.00,21.0,35.3,122,19.96,0.0,0.00,0.00
2021-10-23,27.4,35.0,20.3,24.1,31.2,17.0,0.00,23.4,38.5,199,19.77,0.0,0.00,0.00
2021-10-24,27.6,35.1,20.9,22.8,29.7,16.4,0.00,34.2,54.4,233,19.79,0.0,0.00,0.00
2021-10-25,26.2,34.2,18.5,22.8,30.8,15.2,0.00,19.8,29.2,123,19.62,0.0,0.00,0.00
2021-10-26,26.8,34.0,19.9,22.2,29.0,15.1,0.00,25.7,41.8,182,19.52,0.0,0.00,0.00
2021-10-27,26.7,33.5,21.0,21.8,28.2,15.8,0.00,27.8,45.4,205,19.32,0.0,0.00,0.00
2021-10-28,26.8,33.2,21.4,21.7,28.7,16.1,0.00,25.0,41.0,183,18.23,0.0,0.00,0.00
2021-10-29,26.4,32.3,21.5,21.3,27.2,16.8,0.00,30.6,49.0,164,18.81,0.0,0.00,0.00
2021-10-30,25.0,30.6,18.8,21.6,27.7,15.2,0.00,25.3,41.0,140,18.61,0.0,0.00,0.00
2021-10-31,24.4,29.8,19.0,21.5,26.7,17.2,0.00,23.6,38.9,145,18.38,0.0,0.00,0.00
2021-11-01,23.4,29.9,17.0,20.1,26.9,13.6,0.00,18.0,31.3,169,18.68,0.0,0.00,0.00
2021-11-02,23.8,30.5,16.1,20.9,28.3,12.7,0.00,13.4,25.6,204,18.59,0.0,0.00,0.00
2021-11-03,24.3,31.5,17.1,21.0,29.5,13.3,0.00,14.8,25.2,225,18.32,0.0,0.00,0.00
2021-11-04,24.4,32.0,16.5,21.1,29.8,13.3,0.00,14.5,23.4,138,18.28,0.0,0.00,0.00
2021-11-05,22.7,28.8,16.5,20.0,26.9,14.0,0.00,17.8,30.6,63,18.00,0.0,0.00,0.00
2021-11-06,22.6,29.7,15.6,19.6,26.8,13.2,0.00,21.3,30.6,25,17.91,0.0,0.00,0.00
2021-11-07,21.9,27.7,15.6,18.8,25.6,12.5,0.00,20.7,29.9,32,17.57,0.0,0.00,0.00
2021-11-08,21.0,26.5,16.6,17.3,23.7,12.7,0.00,19.9,28.4,60,17.30,0.0,0.00,0.00
